Sound Speed (m/s), StdSSpeed (m/s), Damping Paremeter (m^2/s), Std Damping (m^2/s),  Temp (C)
2334.998810510567, 0.12304869282215238, 6.834434860474314e-05, 3.4354947055812114e-07, 521.0
2334.108493158326, 0.11572876805234734, 6.528187182567407e-05, 3.2319164011433726e-07, 522.0
2333.9793128283, 0.11675251936543571, 6.241518643332897e-05, 3.260861886995268e-07, 523.0
2333.168044945688, 0.11955090280093325, 6.20672074030823e-05, 3.336305486288939e-07, 524.0
2331.298110525638, 0.12394874399768277, 6.239945121360174e-05, 3.4575556227654825e-07, 525.0
2331.0946115206016, 0.12463562116323544, 6.0380140036672885e-05, 3.4790053230456606e-07, 526.0
2330.635285030111, 0.12648777085391733, 5.8171507382228675e-05, 3.5304628178248254e-07, 527.0
2328.872353680387, 0.13408139175884998, 5.834920310708322e-05, 3.735747049238519e-07, 528.0
2326.4890479802193, 0.1425977666499257, 5.752526511186165e-05, 3.9751308004027273e-07, 529.0
2325.6412121495105, 0.1474937137566769, 6.002741123106436e-05, 4.109998040199965e-07, 530.0
2322.8915381623624, 0.15635209848644127, 6.119348469121458e-05, 4.355469297550355e-07, 531.0
2322.1413524294308, 0.15777936046308957, 6.107146599333672e-05, 4.3935966105662254e-07, 532.0
2320.1843764014898, 0.16126435415353355, 6.235010093740425e-05, 4.487164197688149e-07, 533.0
2319.336550741923, 0.15776569495896975, 6.440040727327e-05, 4.3858858926243153e-07, 534.0
2318.827387391088, 0.14938008781416148, 6.135594928315471e-05, 4.1573247378009834e-07, 535.0
2315.649355279534, 0.15143401461372177, 6.519864019128903e-05, 4.2130477532454835e-07, 536.0
2313.8325916201493, 0.13741588780212957, 6.550173935520957e-05, 3.820893495220939e-07, 537.0
2313.5828258920915, 0.13448667388802535, 6.692083693907707e-05, 3.7391635667642227e-07, 538.0
2312.165883692537, 0.12254582412239487, 6.444087057335936e-05, 3.4094668391257787e-07, 539.0
2311.1275332736177, 0.12182177633056722, 6.517014283831296e-05, 3.389303166918783e-07, 540.0
2311.4180922993473, 0.11053494081032883, 6.059210379712707e-05, 3.0783380031349054e-07, 541.0
2311.020671380903, 0.10878336034324977, 5.972707581743787e-05, 3.029591949006198e-07, 542.0
2311.1946505382643, 0.10500061426977056, 5.7615597139412797e-05, 2.925682938952513e-07, 543.0
2311.064167516897, 0.10560541082781699, 5.7738130885462274e-05, 2.943858062608519e-07, 544.0
2310.4954935211763, 0.10587738878998325, 5.523152604813825e-05, 2.9490777088758004e-07, 545.0
2309.5726707405092, 0.11249650417273405, 5.5621380133610944e-05, 3.134540573562214e-07, 546.0
2308.4387003825864, 0.11288756968411265, 5.584516273790912e-05, 3.1434756872083173e-07, 547.0
2306.0001921960825, 0.11648281899489711, 5.529903140477667e-05, 3.242067889209654e-07, 548.0
2304.5273599064753, 0.11991679616579644, 5.603961417277162e-05, 3.3367703426259265e-07, 549.0
2300.989501099427, 0.13094075604334993, 5.731285459456335e-05, 3.642342145795565e-07, 550.0
2298.776181737645, 0.13191216722895036, 5.808817839197183e-05, 3.6689290081258746e-07, 551.0
2297.484760260712, 0.1316654182716256, 5.772348774926276e-05, 3.662223103322093e-07, 552.0
2294.990051930261, 0.13544484740343307, 6.051250559774584e-05, 3.765895532424831e-07, 553.0
2293.4920041761707, 0.13279857281680252, 6.0943682121853185e-05, 3.691744469223616e-07, 554.0
2293.515200928218, 0.12918469529548113, 6.337564901919469e-05, 3.590100342160331e-07, 555.0
2291.884090592566, 0.12402408394439539, 6.296298004283601e-05, 3.446867423853323e-07, 556.0
2291.1384724398586, 0.11803913608840891, 6.221683632203918e-05, 3.280866027199342e-07, 557.0
2292.0942677918615, 0.1137803316975273, 6.105441119017775e-05, 3.163085643472353e-07, 558.0
2290.8082452735216, 0.10987573003670284, 5.9299279833173726e-05, 3.0553380754760844e-07, 559.0
2291.5141530588426, 0.10618748065896755, 5.883964799263431e-05, 2.953164957648004e-07, 560.0
2290.0769830922036, 0.10868305237530407, 5.8950985526758634e-05, 3.022244868928153e-07, 561.0
2290.98222971793, 0.10493029415323406, 5.759166153805239e-05, 2.9188145915634263e-07, 562.0
2289.6466486954864, 0.11286730542115045, 5.9076792311531936e-05, 3.138579173730579e-07, 563.0
2287.831266317277, 0.11643993120172937, 5.678591356782702e-05, 3.2393234776691163e-07, 564.0
2286.926055082747, 0.1267177974136896, 5.8008587719998303e-05, 3.525139148170772e-07, 565.0
2285.30121034134, 0.13749796490506438, 5.933428770831034e-05, 3.8251095024105044e-07, 566.0
2283.1657663081014, 0.14050093007098086, 5.904715732395886e-05, 3.909375604972783e-07, 567.0
2281.5440314396424, 0.14903674951101284, 6.136852515677083e-05, 4.1452314743609334e-07, 568.0
2278.8972475167757, 0.15264664002360703, 6.336985144207292e-05, 4.2426582642775643e-07, 569.0
2276.243302234314, 0.14131409726037367, 6.369949258463018e-05, 3.9278562320935977e-07, 570.0
2275.117139960991, 0.1483706628438549, 6.618710989505076e-05, 4.1230450764549067e-07, 571.0
2274.335408353836, 0.1316123882284997, 6.475029571370485e-05, 3.6585335187107904e-07, 572.0
2272.9949384776146, 0.13723953230192937, 6.661867158495315e-05, 3.814291792724092e-07, 573.0
2273.1384272229657, 0.12904900321180865, 6.549478852861757e-05, 3.585934032583116e-07, 574.0
2272.274937310811, 0.12001337523231684, 6.295964788606816e-05, 3.3370636001801043e-07, 575.0
2272.5517984024355, 0.11819603906534284, 6.52336268346179e-05, 3.2856382871772367e-07, 576.0
2271.9918543867852, 0.11572705326565055, 6.062270578442134e-05, 3.21906886808678e-07, 577.0
2272.768337245488, 0.11804478176342166, 5.9747179644688335e-05, 3.283067288716369e-07, 578.0
2406.0603016498026, 0.5135488461480686, 7.841184593346047e-05, 1.432245471573806e-06, 478.0
2402.8193195586455, 0.4004700018704507, 7.943275115650873e-05, 1.1174571475097736e-06, 479.0
2399.450377948846, 0.4026042725747963, 7.806318816132925e-05, 1.1227412810877558e-06, 481.0
2395.5405890276184, 0.38528335156000587, 8.09900575659684e-05, 1.075003727153538e-06, 483.0
2390.4937939165193, 0.3584800335824711, 8.035900133352661e-05, 1.000796233262554e-06, 485.0
2392.088709539318, 0.3481496804341063, 8.118992078899541e-05, 9.717322358898722e-07, 487.0
2391.2984013231035, 0.2980216516852958, 8.039311472522333e-05, 8.315881619883611e-07, 489.0
2386.36180429168, 0.37848284653918746, 7.917158988351692e-05, 1.0560359812255112e-06, 495.0
2379.233313713135, 0.3533801650093764, 7.91439339245894e-05, 9.840690962702867e-07, 497.0
2374.708793431229, 0.3679021829526556, 7.943840438655889e-05, 1.0247153634220332e-06, 499.0
2372.3539142533427, 0.3671252768792003, 8.121793255707033e-05, 1.0218784331968476e-06, 501.0
2369.139983852985, 0.2895712537753312, 8.02270380954022e-05, 8.065722756336165e-07, 503.0
2367.6917730839755, 0.2773584649791194, 7.990573026462335e-05, 7.741212388535377e-07, 505.0
2364.876011094846, 0.23479166242703253, 7.833728794404656e-05, 6.551436745369214e-07, 507.0
2364.6649880429663, 0.2422572236519833, 7.338326462685087e-05, 6.769707948499316e-07, 509.0
2364.0679793542226, 0.23217789516481052, 6.952152720822064e-05, 6.4869436183881e-07, 511.0
2358.2611430432535, 0.2574811578291985, 7.753211097372981e-05, 7.173542604313483e-07, 513.0
2353.6354206804895, 0.26068201836451455, 7.907359335032765e-05, 7.25434942525779e-07, 515.0
2351.3116364006887, 0.26217842798139845, 7.987062483541752e-05, 7.295291397205893e-07, 517.0
2346.8836100148783, 0.24907306222422437, 8.101105163806713e-05, 6.927079512255317e-07, 519.0
2344.9000360418177, 0.18210154101215378, 7.948143960790369e-05, 5.070179004163626e-07, 521.0
2341.9126412614723, 0.18519907275703387, 7.375295473707119e-05, 5.167125377834096e-07, 524.0
2343.13878993101, 0.1593119120545925, 6.823809189454961e-05, 4.4490080743378514e-07, 526.0
2340.2434361596956, 0.1574663388149047, 6.808604123200313e-05, 4.3882977516329895e-07, 528.0
2336.7978756794605, 0.1695284560563607, 7.116340233306383e-05, 4.723452256809058e-07, 530.0
2332.872200891803, 0.19595392410451543, 7.587531828411684e-05, 5.454922805272559e-07, 532.0
2332.2530901419927, 0.2104275681508135, 7.851899049660122e-05, 5.853811028374158e-07, 534.0
2326.4644543191043, 0.18877479875210634, 7.98422866841766e-05, 5.242545303120833e-07, 536.0
2324.320859832734, 0.1673784635930044, 7.780217403506449e-05, 4.651024470039559e-07, 538.0
2323.3796503476724, 0.1395001814125245, 7.272690069304652e-05, 3.8823298225950913e-07, 540.0
2322.953615050757, 0.14360968960180906, 6.839751810078241e-05, 4.001012123976919e-07, 542.0
2321.0044982320483, 0.14397625552758284, 6.492765556597941e-05, 4.0115372336448486e-07, 544.0
2318.069939592697, 0.15423691407947457, 6.482896001539637e-05, 4.295082547386835e-07, 546.0
2314.868244161593, 0.1754130734646212, 7.285644615545912e-05, 4.874444476888499e-07, 548.0
2309.904879383322, 0.1758786578207836, 7.607114664580035e-05, 4.882981640220956e-07, 550.0
2306.7050998008203, 0.1779419254361653, 7.809309422633654e-05, 4.936789856530301e-07, 552.0
2305.0146112862913, 0.15992423941112105, 7.400179789762072e-05, 4.441148362469146e-07, 554.0
2302.8058895095955, 0.14949616059838355, 7.471429135613723e-05, 4.150620034367457e-07, 556.0
2301.6842614506572, 0.1337953895518456, 6.82405576238933e-05, 3.718320900155554e-07, 558.0
2299.200294112264, 0.12706794524132134, 6.669692224924054e-05, 3.5312635890914064e-07, 560.0
2297.8080115875323, 0.13588297240611502, 6.685187810184551e-05, 3.7758184463684764e-07, 562.0
2294.6127341906385, 0.1492655065021411, 6.972469421874067e-05, 4.145831194107465e-07, 564.0
2290.842505258356, 0.1546901733360399, 7.019453113806388e-05, 4.294215546100181e-07, 566.0
2287.1208129008423, 0.16723671561844783, 7.717690263729838e-05, 4.6372764398845993e-07, 568.0
2283.1296234145407, 0.16260050448150073, 7.900039971814202e-05, 4.507060102838501e-07, 570.0
2281.499113271306, 0.1686536333936815, 7.624956203321177e-05, 4.6768882824478555e-07, 572.0
2279.6421097144707, 0.15754293434240815, 7.350386839916153e-05, 4.370530507891269e-07, 573.0
2280.1525261727825, 0.14025929327604433, 6.892590225858913e-05, 3.893925292332689e-07, 574.0
2279.9525324569986, 0.12976088855268889, 6.313355423671173e-05, 3.606020779031367e-07, 575.0
2279.569311706491, 0.12732000200052615, 6.427577804029966e-05, 3.5372826818836853e-07, 576.0
2279.8971220250523, 0.11878678271542652, 6.367759674010479e-05, 3.300460173129931e-07, 577.0
