Sound Speed (m/s), StdSSpeed (m/s), Damping Paremeter (m^2/s), Std Damping (m^2/s),  Temp (C)
2384.1661187300647, 0.183122121440826, 8.490507595730941e-05, 5.199174362744347e-07, 476.0
2386.7844922751638, 0.22834870428553233, 8.554824777273148e-05, 6.488799917168423e-07, 477.0
2383.060796060565, 0.30977880509207434, 8.753537885054621e-05, 8.804586420531856e-07, 478.0
2385.9085270667165, 0.34175134771441507, 8.71283792250393e-05, 9.712780208997373e-07, 479.0
2395.2529365200535, 0.37711443982838627, 8.587702785396136e-05, 1.072142775887422e-06, 483.0
2390.6002253543, 0.3290271007273683, 8.289662993570515e-05, 9.349861799201518e-07, 485.0
2388.4068435908357, 0.3302407242176524, 7.799565512923648e-05, 9.3774689459028e-07, 486.0
2383.324258896314, 0.3304086578750214, 8.148438702986167e-05, 9.38784887061052e-07, 487.0
2377.0480201690493, 0.2064771970327894, 7.856644095056093e-05, 5.863073620308748e-07, 488.0
2375.454868489777, 0.16306313173974313, 7.837574422942626e-05, 4.6309283512554364e-07, 489.0
2371.5337205005394, 0.16510723814142836, 7.898534254748176e-05, 4.6896584359415873e-07, 490.0
2370.7962009545327, 0.16970715159060407, 7.7203906974941e-05, 4.818805342241083e-07, 491.0
2367.6896578786614, 0.1344458291247586, 7.430112405728682e-05, 3.8162591547692843e-07, 493.0
2375.221515190944, 0.1936832938724865, 7.491228659505047e-05, 5.494200175308659e-07, 494.0
2369.6576421948143, 0.18742105229004768, 7.676737762401148e-05, 5.320232094255246e-07, 495.0
2372.646527639684, 0.14996971081002264, 7.56033235908231e-05, 4.2569524082141115e-07, 496.0
2371.684623655222, 0.14586267682087614, 7.068099220986678e-05, 4.136750385121958e-07, 497.0
2369.6530262887036, 0.14764703504688265, 7.196284839781932e-05, 4.187914535795899e-07, 498.0
2371.0497032675885, 0.1571908425638787, 7.208720338542241e-05, 4.457900627947503e-07, 499.0
2367.443015174669, 0.1632927888356618, 7.658592617730625e-05, 4.6341001921772337e-07, 500.0
2369.734219822879, 0.158203390079221, 7.109773372772251e-05, 4.4842460233991676e-07, 501.0
2366.214148099983, 0.15202104447838743, 7.249160237768194e-05, 4.3115914573393375e-07, 502.0
2366.4640606657654, 0.15201160107247366, 6.632868387738447e-05, 4.307747618461374e-07, 503.0
2363.8408877505917, 0.15475239237193872, 6.923972770946696e-05, 4.384675899205352e-07, 504.0
2362.6815073275748, 0.1414852297846481, 6.237337140820829e-05, 4.007204990578475e-07, 505.0
2360.7821933081873, 0.15071632537478427, 6.64326201586318e-05, 4.270266366408957e-07, 506.0
2360.5930518815558, 0.13604790808181613, 6.201954224354013e-05, 3.8524718107217825e-07, 507.0
2357.3381041206767, 0.13557938050273363, 6.686057771727503e-05, 3.8409020355871986e-07, 508.0
2358.879240152722, 0.13271877621764153, 6.341011613510382e-05, 3.757962658362297e-07, 509.0
2355.8231317589903, 0.13449093297062453, 6.781918352177496e-05, 3.808595824563177e-07, 510.0
2356.0764646647785, 0.1344801113835048, 6.24010255187749e-05, 3.805907841969687e-07, 511.0
2354.8534850298743, 0.1375042415883698, 6.81638362486176e-05, 3.8925930177946697e-07, 512.0
2356.411961375035, 0.16491629478811695, 6.962050860716924e-05, 4.662077448061237e-07, 513.0
