Sound Speed (m/s), StdSSpeed (m/s), Damping Paremeter (m^2/s), Std Damping (m^2/s),  Temp (C)
2410.340369432811, 0.159417964973657, 8.121851283214048e-05, 4.524779486856211e-07, 473.0
2401.973775128536, 0.14879563812140717, 6.680210822830067e-05, 4.193133897025904e-07, 478.0
2399.9896362829245, 0.16089619899688723, 6.659260820866132e-05, 4.531865753039129e-07, 479.0
2397.7662886560865, 0.17011396803814033, 7.175318375567699e-05, 4.79278491869862e-07, 480.0
2393.97614356461, 0.15237082557994683, 7.117087914520605e-05, 4.2970207706690587e-07, 482.0
2390.41482895262, 0.15864337857538657, 6.684517995215686e-05, 4.471572957153668e-07, 483.0
2386.509426020259, 0.14002820386144804, 7.078150809282369e-05, 3.9473182508217145e-07, 486.0
2382.1618809968786, 0.1626517454372837, 7.052370494314942e-05, 4.5856674800216773e-07, 487.0
2382.51897700759, 0.161296696849173, 6.889623386123327e-05, 4.544416696613962e-07, 488.0
2381.9108065165633, 0.15666110415102044, 6.916724129689713e-05, 4.4105076261957173e-07, 489.0
2379.7125334904363, 0.1553997325182759, 6.939492833133531e-05, 4.3727331913703476e-07, 490.0
2378.967743764401, 0.15217936450557984, 6.63436278331507e-05, 4.2846393598607684e-07, 491.0
2378.5458269397136, 0.1522678532333508, 6.46821742147501e-05, 4.2824025063409896e-07, 492.0
2377.090417281615, 0.15600503418124637, 6.559748936429783e-05, 4.3856058680852756e-07, 493.0
2377.2372181039495, 0.15466345730723602, 6.537257429521026e-05, 4.3437086659715003e-07, 494.0
2376.503275987216, 0.1546511821079773, 6.513225993839881e-05, 4.342121901586122e-07, 495.0
2374.934562418455, 0.1486867259849097, 6.499300562267673e-05, 4.172387827868923e-07, 496.0
2374.3756731892477, 0.147138127984179, 6.328685313081807e-05, 4.132181876542864e-07, 497.0
2369.3512402275915, 0.136261544862025, 6.559874236369985e-05, 3.824192429733151e-07, 500.0
2366.3577302164863, 0.13247991869095888, 6.623567256298137e-05, 3.7156093900893296e-07, 501.0
2365.680355635981, 0.1352347226027175, 6.814327924996858e-05, 3.7940668713202875e-07, 502.0
2363.3989630100473, 0.13721085266378352, 6.918835176792814e-05, 3.8542231233238053e-07, 503.0
2360.5826758688877, 0.1321091471563649, 6.882182193293539e-05, 3.710835414564797e-07, 504.0
2359.057186433857, 0.13880472852454195, 7.181989405669033e-05, 3.8944173934035375e-07, 505.0
2355.852312267313, 0.13735006825996868, 7.098855157686858e-05, 3.858486410716385e-07, 506.0
2353.35707281316, 0.14551309899417914, 7.469138748419628e-05, 4.088019747622777e-07, 507.0
2352.2438828507593, 0.14919034198983588, 7.404777425518993e-05, 4.1832401339253116e-07, 508.0
2353.6993623613866, 0.15629020353480483, 7.36579661021002e-05, 4.376594279919115e-07, 509.0
2354.3387817135085, 0.1553856057106506, 7.048151453290264e-05, 4.3478818220501656e-07, 510.0
2353.08430503619, 0.15733889307969792, 7.068138718222687e-05, 4.402562577394311e-07, 512.0
2353.1153443684907, 0.14695468289846922, 6.969289974437369e-05, 4.1090673682784483e-07, 513.0
2351.995356031796, 0.15214853500704043, 6.926483309545348e-05, 4.2500165886907284e-07, 514.0
2350.9596312412154, 0.16247908561414837, 7.067593178745063e-05, 4.5382968037163246e-07, 515.0
2349.7548825858257, 0.16033518628034404, 7.019622079483224e-05, 4.4762144181541444e-07, 516.0
2347.703104948514, 0.15685581487386413, 7.071238800308594e-05, 4.38194070633182e-07, 517.0
2346.4119386930006, 0.15154631112693137, 6.846556942343741e-05, 4.2291600793180294e-07, 518.0
2345.3340534786803, 0.1530919954839999, 6.994439102385593e-05, 4.2727133130381775e-07, 519.0
2343.196055491068, 0.15635976118566067, 6.950710293290216e-05, 4.3656773242002085e-07, 520.0
2341.3146924191133, 0.16254826769445346, 7.309948127891177e-05, 4.5388935033760417e-07, 521.0
2339.753180111577, 0.15119054357155776, 7.066171228649955e-05, 4.2237142412962227e-07, 522.0
2338.342049587392, 0.14748241506409418, 7.018268110171278e-05, 4.119241435153374e-07, 523.0
2337.556088265257, 0.1403941250928847, 7.047093757535135e-05, 3.92224053345752e-07, 524.0
2335.3036421129614, 0.15668648915372335, 7.294913419318873e-05, 4.374881734731021e-07, 525.0
2333.759720699476, 0.15874673844302986, 7.286495876928189e-05, 4.4281998902460737e-07, 526.0
2333.4473454058925, 0.1666843607068594, 7.425528049291028e-05, 4.6452680531194714e-07, 527.0
2331.544822447359, 0.16365157195475674, 7.394169279105177e-05, 4.5645581404268115e-07, 528.0
2331.90780685497, 0.16619115634295853, 7.462093813980045e-05, 4.627916106707942e-07, 529.0
2331.1167004299014, 0.1638801949629466, 7.121125786742589e-05, 4.565002832879937e-07, 530.0
2332.61133112911, 0.1645221658582579, 7.246226496455718e-05, 4.576741654073738e-07, 531.0
2329.478269576698, 0.15391446268236744, 6.831659340078919e-05, 4.2842357054226896e-07, 532.0
2328.889552901468, 0.1430716280197999, 6.452708604604293e-05, 3.983778321997093e-07, 533.0
2326.6516576462823, 0.1393802592611379, 6.205476549129114e-05, 3.8812659255530876e-07, 534.0
2324.985015449428, 0.13941372616539013, 6.163348238135747e-05, 3.8814885929471626e-07, 535.0
2322.101014899891, 0.12476912300581741, 5.973165344272921e-05, 3.474314447442484e-07, 537.0
2319.3270153854996, 0.13097988523831547, 5.968707147784231e-05, 3.649965442943588e-07, 538.0
2317.54184437955, 0.13304877034790727, 5.8005359665328435e-05, 3.710376877877482e-07, 539.0
2316.2136302266617, 0.13327555439580366, 5.8420650490459715e-05, 3.714099849974843e-07, 540.0
2315.17716204856, 0.13378358960200648, 6.071357635435228e-05, 3.7261286559263583e-07, 541.0
2313.9053618570124, 0.13199719052930442, 5.694432924349734e-05, 3.6775742333741544e-07, 542.0
2312.2522925081735, 0.13932405438274875, 6.153205721094055e-05, 3.879049414957179e-07, 543.0
2312.1851258746233, 0.1302721144352725, 6.0245510276315895e-05, 3.625048795532463e-07, 544.0
2311.2033811257406, 0.13152306418457016, 5.999588411174049e-05, 3.660664033554146e-07, 545.0
2309.944452471701, 0.13362968324935365, 6.004696865671039e-05, 3.7176808740475824e-07, 546.0
2309.1626749343222, 0.13895750367442886, 6.294699924250549e-05, 3.8647075598526876e-07, 547.0
2308.1949215181176, 0.1358040616074673, 6.0912398345201004e-05, 3.77849579059174e-07, 548.0
2307.3373668204595, 0.13233163947064647, 6.05363023346439e-05, 3.681932178045181e-07, 549.0
2306.443902861948, 0.12914981423097818, 5.962291588702321e-05, 3.5933318242173313e-07, 550.0
2304.795421973112, 0.12537349583657656, 5.8343321709450455e-05, 3.487949279073684e-07, 551.0
2303.305450552375, 0.13143930074461788, 5.9782370457741406e-05, 3.6567537747581884e-07, 552.0
2301.9286062491938, 0.12894509707081162, 5.9295309169574443e-05, 3.5870382388737946e-07, 553.0
2301.4877544763467, 0.13052453114347032, 5.878682973412802e-05, 3.6316840151028527e-07, 554.0
2299.857898371218, 0.12397361743643608, 5.7099623594003194e-05, 3.4512360013223025e-07, 555.0
2299.3313700938743, 0.12747199999981976, 5.6846238488167654e-05, 3.5473632755589415e-07, 556.0
2297.8554194224803, 0.13162737386809456, 5.789452908959767e-05, 3.6629556539932256e-07, 557.0
2297.177302469301, 0.1280366169491728, 5.7389050079714195e-05, 3.564035547967608e-07, 558.0
2295.0675723112618, 0.13061679501126744, 5.979308398775502e-05, 3.633496363367425e-07, 559.0
2293.2396673294675, 0.13280825668398677, 6.124751738070244e-05, 3.694560700069387e-07, 560.0
2290.9086945939644, 0.14064151088968477, 5.9694365876462334e-05, 3.9113820124742164e-07, 562.0
2290.582104346729, 0.13429420860082839, 6.197620408856257e-05, 3.733853045746518e-07, 563.0
2289.9415736523483, 0.13118950905101145, 5.916241554476492e-05, 3.6484936734048837e-07, 564.0
2290.041824144658, 0.1299487157814292, 5.944254184764515e-05, 3.6134909116270796e-07, 565.0
2289.2193337463373, 0.12741898231310597, 5.8033385783995696e-05, 3.543784964845737e-07, 566.0
2287.1229957051255, 0.1324227192928495, 5.837031888484948e-05, 3.682851912713337e-07, 567.0
2288.074986833127, 0.13213025365227807, 5.949620611370433e-05, 3.674108541327385e-07, 568.0
2286.2652295771027, 0.12985136747294568, 5.845728701136535e-05, 3.6113275167674643e-07, 569.0
2284.565154237816, 0.12572862508505314, 5.986439932605561e-05, 3.495883556652588e-07, 570.0
2283.3835248864025, 0.12379161091379942, 6.0122269520764124e-05, 3.44214162685743e-07, 571.0
2282.105117056619, 0.12664067857265343, 5.7649208743072886e-05, 3.5223524678355947e-07, 572.0
2279.747614863754, 0.13251329244472687, 6.069353685019734e-05, 3.683927037285912e-07, 573.0
2278.9073905967143, 0.1253491311901062, 6.122197882036325e-05, 3.4843807844363354e-07, 574.0
2277.0827471991174, 0.12277586853074547, 6.0682131207548806e-05, 3.4131031555127065e-07, 575.0
2275.8585325224476, 0.11882021180176183, 5.93523218213195e-05, 3.304026034409225e-07, 576.0
2275.1992007295366, 0.13141681847233405, 6.034802621240392e-05, 3.6533918707628784e-07, 577.0
2274.3637087689267, 0.12346727224610503, 5.8126026464082796e-05, 3.4339241461020066e-07, 578.0
2398.2349614229934, 0.19171222644998012, 7.008844616378682e-05, 5.345726068847126e-07, 478.0
2396.1981166618707, 0.1704349950268325, 6.962022430225455e-05, 4.756124570086379e-07, 479.0
2394.2501058981334, 0.1542754655207571, 7.08984490423164e-05, 4.304082090357938e-07, 481.0
2389.0690350696877, 0.15147914791331735, 7.048115838184296e-05, 4.230098221631506e-07, 483.0
2385.7577031620767, 0.15370766332154598, 7.100563021191765e-05, 4.288572539527083e-07, 485.0
2381.6084894289506, 0.16429277970345232, 7.24118656604565e-05, 4.589087729699491e-07, 487.0
2378.773147267047, 0.16161773308188543, 7.164148216898192e-05, 4.509147744021391e-07, 489.0
2377.0004394307907, 0.1633524722915082, 7.128987530736798e-05, 4.554112672130866e-07, 491.0
2376.144808451813, 0.16791508305522704, 7.282606347222526e-05, 4.6789246348738316e-07, 493.0
2374.0433433140083, 0.15244582808109466, 6.747064641263679e-05, 4.246925284628952e-07, 495.0
2373.50307427924, 0.1437736219050693, 6.363563642548154e-05, 4.004871343154176e-07, 497.0
2370.041532382907, 0.1449092358130911, 6.656680526985108e-05, 4.0329685735427746e-07, 499.0
2366.1162021345385, 0.14326899741629262, 6.45838233226828e-05, 3.9873951182882286e-07, 501.0
2362.5781274267993, 0.15683104968856393, 6.867948162402178e-05, 4.3670567067103005e-07, 503.0
2358.0860245675035, 0.15714835323835252, 7.034086896728126e-05, 4.3735555968737055e-07, 505.0
2355.5130401132765, 0.15551315678547162, 7.021211356280571e-05, 4.326450675907137e-07, 507.0
2353.866886552861, 0.15579574459521633, 7.057113192799812e-05, 4.33372465371471e-07, 509.0
2352.6600624056086, 0.15716067556558347, 6.804372892319082e-05, 4.3679129584886124e-07, 511.0
2350.864070305284, 0.1555661037854034, 6.638513280743793e-05, 4.3261811252248576e-07, 513.0
2348.7785507618246, 0.14569872050655658, 6.585720992162368e-05, 4.050447717895549e-07, 515.0
2346.3143027336696, 0.1457031507795432, 6.631380235205577e-05, 4.049504908017717e-07, 517.0
2342.686064295939, 0.14354489439218132, 6.774937553600245e-05, 3.9898258695960654e-07, 519.0
2339.3868369613774, 0.14544284725888532, 6.903161265607233e-05, 4.0421006592449047e-07, 521.0
2335.0000503054653, 0.16323416651115652, 7.21835887583684e-05, 4.533531076102881e-07, 523.0
2332.634005654603, 0.153043470219081, 7.133327512284321e-05, 4.251119551075325e-07, 525.0
2330.2954665852417, 0.14964363604416467, 6.872253506934786e-05, 4.157105851460008e-07, 527.0
2328.719989231146, 0.1485428449996657, 6.953540561552313e-05, 4.1255868544081747e-07, 529.0
2328.68553263014, 0.1445557761027206, 6.696325933919838e-05, 4.015443460369902e-07, 531.0
2326.6430398078014, 0.1384154398732523, 6.516645310499137e-05, 3.845820355186127e-07, 533.0
2323.968154361321, 0.1357494597838803, 6.652214142754667e-05, 3.7707062878410986e-07, 535.0
2319.6271069596637, 0.13411703564131078, 6.784332022030061e-05, 3.724894249003449e-07, 537.0
2314.3226057491665, 0.13734282693164024, 6.862299780006872e-05, 3.814743136329397e-07, 539.0
2312.4866145812443, 0.14066640103503397, 6.908474785715782e-05, 3.9068816960600796e-07, 541.0
2310.0681697466102, 0.14045090106815825, 6.917820528313532e-05, 3.899879056760382e-07, 543.0
2308.9501999788176, 0.13861995092705298, 6.934161297152056e-05, 3.8486735489998274e-07, 545.0
2307.9808432262957, 0.1347609426070927, 6.588089545961507e-05, 3.743399184820012e-07, 547.0
2307.3067704082996, 0.13493914809684665, 6.687692703180904e-05, 3.748378275880335e-07, 549.0
2303.9637052469475, 0.13053829674465425, 6.522138529498097e-05, 3.626469206704314e-07, 551.0
2300.517319217828, 0.1259923079341013, 6.495688831337356e-05, 3.500392501318752e-07, 553.0
2298.004251236781, 0.12523912287162217, 6.62040212871519e-05, 3.4787141184721716e-07, 555.0
2294.595111547878, 0.12868644396517534, 6.492922575803245e-05, 3.575089922204001e-07, 557.0
2290.7627709741846, 0.1266381981402883, 6.552203049346787e-05, 3.517804547585949e-07, 559.0
2289.679478756789, 0.12862932569327437, 6.504595517966045e-05, 3.5740698498942595e-07, 561.0
2288.3098062079393, 0.12882453124336857, 6.574788733925381e-05, 3.5791339700885223e-07, 563.0
2288.416419590816, 0.12111299453094601, 6.297481141959887e-05, 3.3666497528802126e-07, 565.0
2285.791622494589, 0.11524284154636343, 6.080507341076894e-05, 3.2063388519071216e-07, 567.0
2283.713635656582, 0.116922936483623, 6.0390538210358425e-05, 3.2518155635779215e-07, 569.0
2279.1781450342073, 0.11489501225472752, 6.064001770286355e-05, 3.195206535871239e-07, 571.0
2276.2208874205726, 0.11855031823258945, 6.346641165007728e-05, 3.295565063670979e-07, 573.0
2276.5253769509127, 0.11703406407486652, 5.872439169228393e-05, 3.2565958625941295e-07, 575.0
2273.8630898492484, 0.1444130359783649, 6.715831288187687e-05, 4.0134619458581634e-07, 576.0
2271.9490366815903, 0.13600293443386463, 6.397445624663659e-05, 3.781843166379576e-07, 577.0
2271.3424980088016, 0.1308410953941696, 6.692597680984482e-05, 3.6343928592636015e-07, 578.0
