LECROYWM8500,500500138,Waveform
Segments,1,SegmentSize,20002
Segment,TrigTime,TimeSinceSegment1
#1,17-Nov-2021 10:59:48,0                 
Time,Ampl
2.2395e-007,0.000585828
2.24e-007,0.000531014
2.2405e-007,0.00048819
2.241e-007,0.000387126
2.2415e-007,0.000315182
2.242e-007,0.000226109
2.2425e-007,0.000188424
2.243e-007,0.000176434
2.2435e-007,0.000169582
2.244e-007,0.000198702
2.2445e-007,0.000268933
2.245e-007,0.00030833
2.2455e-007,0.000361432
2.246e-007,0.000411107
2.2465e-007,0.000440227
2.247e-007,0.000448792
2.2475e-007,0.000423098
2.248e-007,0.000376848
2.2485e-007,0.000303192
2.249e-007,0.000214118
2.2495e-007,0.000135323
2.25e-007,3.42589e-005
2.2505e-007,-5.31014e-005
2.251e-007,-0.00013361
2.2515e-007,-0.000161017
2.252e-007,-0.000198702
2.2525e-007,-0.000196989
2.253e-007,-0.000195276
2.2535e-007,-0.000150739
2.254e-007,-0.000102777
2.2545e-007,-7.53697e-005
2.255e-007,-2.22683e-005
2.2555e-007,2.39813e-005
2.256e-007,6.5092e-005
2.2565e-007,9.42121e-005
2.257e-007,0.00013361
2.2575e-007,0.000143888
2.258e-007,0.000143888
2.2585e-007,0.000121619
2.259e-007,0.00010449
2.2595e-007,9.07862e-005
2.26e-007,7.53697e-005
2.2605e-007,2.56942e-005
2.261e-007,1.71295e-005
2.2615e-007,2.05554e-005
2.262e-007,1.88424e-005
2.2625e-007,3.59719e-005
2.263e-007,6.5092e-005
2.2635e-007,0.000101064
2.264e-007,0.000135323
2.2645e-007,0.000171295
2.265e-007,0.000227822
2.2655e-007,0.000274071
2.266e-007,0.000303192
2.2665e-007,0.000328886
2.267e-007,0.000358006
2.2675e-007,0.000347728
2.268e-007,0.000330599
2.2685e-007,0.000327173
2.269e-007,0.000323747
2.2695e-007,0.000315182
2.27e-007,0.000287775
2.2705e-007,0.000241526
2.271e-007,0.000219257
2.2715e-007,0.000190137
2.272e-007,0.000154165
2.2725e-007,0.00013361
2.273e-007,8.73603e-005
2.2735e-007,5.99531e-005
2.274e-007,3.42589e-005
2.2745e-007,1.88424e-005
2.275e-007,-3.42589e-006
2.2755e-007,2.39813e-005
2.276e-007,2.22683e-005
2.2765e-007,5.65272e-005
2.277e-007,8.05085e-005
2.2775e-007,0.000101064
2.278e-007,9.7638e-005
2.2785e-007,0.000114767
2.279e-007,0.000135323
2.2795e-007,0.000123332
2.28e-007,0.000102777
2.2805e-007,8.73603e-005
2.281e-007,6.5092e-005
2.2815e-007,6.85179e-006
2.282e-007,-1.54165e-005
2.2825e-007,-3.42589e-005
2.283e-007,-5.65272e-005
2.2835e-007,-3.59719e-005
2.284e-007,-3.42589e-005
2.2845e-007,-1.71295e-006
2.285e-007,2.05554e-005
2.2855e-007,4.96755e-005
2.286e-007,8.39344e-005
2.2865e-007,9.7638e-005
2.287e-007,0.000107916
2.2875e-007,9.24991e-005
2.288e-007,6.5092e-005
2.2885e-007,2.05554e-005
2.289e-007,-5.13884e-006
2.2895e-007,-5.31014e-005
2.29e-007,-8.22214e-005
2.2905e-007,-0.000102777
2.291e-007,-0.000113054
2.2915e-007,-0.00011648
2.292e-007,-0.000126758
2.2925e-007,-9.7638e-005
2.293e-007,-4.62496e-005
2.2935e-007,-6.85179e-006
2.294e-007,4.96755e-005
2.2945e-007,7.87956e-005
2.295e-007,0.000109629
2.2955e-007,0.000195276
2.296e-007,0.000246664
2.2965e-007,0.000292914
2.297e-007,0.000311756
2.2975e-007,0.000358006
2.298e-007,0.000378561
2.2985e-007,0.000375135
2.299e-007,0.000358006
2.2995e-007,0.000347728
2.3e-007,0.000339163
2.3005e-007,0.000298053
2.301e-007,0.000253516
2.3015e-007,0.000219257
2.302e-007,0.000181572
2.3025e-007,0.000131897
2.303e-007,8.73603e-005
2.3035e-007,6.68049e-005
2.304e-007,3.0833e-005
2.3045e-007,5.13884e-006
2.305e-007,-5.13884e-006
2.3055e-007,-1.54165e-005
2.306e-007,1.71295e-006
2.3065e-007,0
2.307e-007,2.22683e-005
2.3075e-007,2.39813e-005
2.308e-007,6.85179e-005
2.3085e-007,0.000113054
2.309e-007,0.000150739
2.3095e-007,0.000190137
2.31e-007,0.0002381
2.3105e-007,0.000255229
2.311e-007,0.000303192
2.3115e-007,0.00035458
2.312e-007,0.000371709
2.3125e-007,0.000371709
2.313e-007,0.000358006
2.3135e-007,0.000327173
2.314e-007,0.000304905
2.3145e-007,0.00026722
2.315e-007,0.000202128
2.3155e-007,0.000174721
2.316e-007,0.000113054
2.3165e-007,3.2546e-005
2.317e-007,-1.02777e-005
