"Time","Base base point T Monitor: Base base point T Monitor (K)","Base/fluid contact point T Monitor: Base/fluid contact point T Monitor (K)","Lid top point T Monitor: Lid top point T Monitor (K)","Lid/fluid contact point T Monitor: Lid/fluid contact point T Monitor (K)"
2.0E-5,973.1827403857774,973.15000223394,973.15,973.15
1.2800000000000002E-4,973.4160628177109,973.1502728848369,973.1500000000018,973.1500000184474
2.5600000000000004E-4,973.7134487115153,973.1523584353491,973.1500000000987,973.1500001916147
3.84E-4,974.1294982932881,973.1606580321076,973.150000001715,973.15000090865
5.120000000000001E-4,974.5389366988124,973.1762579431297,973.1500000097069,973.1500027575806
6.360000000000004E-4,974.9912603988594,973.2025486168877,973.1500000372288,973.1500060386217
7.640000000000007E-4,975.5684111693882,973.2498417636697,973.150000129691,973.1500121062696
8.920000000000011E-4,976.1040250285364,973.3072762030367,973.1500003134537,973.150021167928
0.0010200000000000014,976.6415628884995,973.381708214397,973.1500006647352,973.1500331392527
0.0011480000000000017,977.0690895132573,973.4915516807777,973.1500014112727,973.1500520772285
0.001272000000000002,977.4010626301598,973.6047756562364,973.150002475557,973.1500730755591
0.0014000000000000024,977.709316541308,973.7335677241026,973.1500040821107,973.1500986237311
0.0015280000000000027,978.0460484705686,973.9004413966851,973.1500068595599,973.1501342098243
0.001656000000000003,978.3194087704355,974.0552648717227,973.1500102163468,973.1501696733229
0.0017840000000000035,978.6239461217957,974.2463447893102,973.1500155174289,973.1502148653451
0.0019080000000000037,978.8762770218315,974.4186156111787,973.1500214816608,973.1502612784069
0.002036000000000004,979.1210488948511,974.5959954197604,973.1500289140014,973.1503101344047
0.0021640000000000045,979.3988689839845,974.8079130899301,973.1500396494143,973.1503701270275
0.0022920000000000045,979.6326384825791,974.9944136879169,973.1500508420423,973.1504290782466
0.002420000000000005,979.862068034287,975.1830875007237,973.1500639612102,973.1504897471043
0.0025440000000000055,980.1252137638256,975.4053067923721,973.1500818518696,973.1505629142686
0.0026720000000000055,980.3485531977146,975.5987358960942,973.1500996040523,973.1506329396085
0.002800000000000006,980.5691868673322,975.7928463823569,973.1501195977929,973.1507042315405
0.0029280000000000066,980.8241084747735,976.0205164173468,973.1501458969522,973.1507913460915
0.0030520000000000065,981.0407959415813,976.2165297880485,973.1501710628636,973.1508694424276
0.003180000000000007,981.2560217542712,976.4130604960378,973.1501987070574,973.1509505124567
0.0033080000000000075,981.5055044566715,976.6427991049698,973.150234151473,973.1510487807177
0.0034360000000000076,981.718137867154,976.8400733419184,973.1502673141481,973.1511362572307
0.003564000000000008,981.9645726352154,977.069733408598,973.150309220772,973.1512397591549
0.0036880000000000085,982.1755335504029,977.2678477347931,973.1503481156541,973.1513354219692
0.0038160000000000086,982.3853173045923,977.4654004359486,973.1503895911726,973.1514318694058
0.003944000000000008,982.628754510928,977.6951353878749,973.1504412618757,973.15154568867
0.004072000000000009,982.6974646741152,977.8931513656859,973.1504886113917,973.1516502045188
0.004200000000000009,982.6384747548825,978.0895877248453,973.1505385643985,973.1517552457402
0.004324000000000009,982.4942000809673,978.3138710939586,973.1506001489746,973.1518787204217
0.00445200000000001,982.3147388713714,978.5002966818327,973.1506560469423,973.1519905774826
0.00458000000000001,982.0893379622099,978.676539549968,973.1507145370882,973.1521017425111
0.004708000000000011,981.7737008170844,978.8665870657783,973.1507861541229,973.1522323735193
0.004836000000000011,981.4614722772202,979.0137095585801,973.1508503983976,973.1523445850129
0.004960000000000011,981.1132600920589,979.1442479888475,973.1509172160925,973.1524562479248
0.009400000000000013,979.6878134035009,979.5256371305209,973.154484982174,973.156209637138
0.01580000000000002,979.345887979675,979.2320638507123,973.1585372038135,973.160094456015
0.022200000000000022,979.0662093478303,978.9816506287161,973.1627709576112,973.1641789358166
0.02840000000000003,978.8741506436934,978.803732733843,973.1661869162423,973.1675119482749
0.03480000000000003,978.7134437365959,978.6527207113576,973.1693473360984,973.1705991281984
0.041200000000000035,978.5530174514886,978.5008660804014,973.1727570365271,973.1739216533362
0.047600000000000045,978.4287668654753,978.3817134698056,973.1755622862478,973.1766818020936
0.05400000000000005,978.3166035529171,978.2739234892891,973.178177373201,973.1792477689432
0.06020000000000005,978.1969232326707,978.1587741411843,973.181014170125,973.1820228645748
0.06660000000000006,978.0989604738836,978.0636092259329,973.183350480939,973.1843292079449
0.07300000000000006,978.0066482705356,977.9739824254123,973.1855256248198,973.1864689014899
0.07940000000000007,977.9035996595177,977.8737858859425,973.1879017229434,973.1888046078948
0.08580000000000007,977.8183276128314,977.7905630152229,973.1898118378522,973.190687113063
0.09200000000000008,977.7355611425553,977.70972112686,973.1916054920954,973.1924533344283
0.09840000000000008,977.6417414195582,977.6180115939768,973.1935590197693,973.1943754553251
0.10480000000000009,977.5632856826622,977.5410780250348,973.1951249764136,973.1959198045288
0.1112000000000001,977.474838299774,977.454592144912,973.1968098646098,973.1975735799067
0.11760000000000011,977.3993731452304,977.3802150283843,973.1981873113917,973.1989363628082
0.1238000000000001,977.3263068623476,977.308377323272,973.1994613129459,973.2001916812424
0.13020000000000012,977.2438059228404,977.2274601516692,973.2008309545696,973.2015361184284
0.1366000000000001,977.17339668802,977.1578680284921,973.2019487893965,973.2026416369565
0.14300000000000013,977.1052566369634,977.0906988779012,973.2029812609613,973.203658649633
0.14940000000000014,977.0277322670682,977.0143003192422,973.204100213348,973.2047593294957
0.15560000000000013,976.96282191506,976.9501835148762,973.204993080567,973.2056390286225
0.16200000000000014,976.8994382006965,976.8875769451155,973.2058264754677,973.2064593564148
0.16840000000000016,976.827395708895,976.8164490009242,973.2067284912976,973.207345936371
0.17480000000000015,976.7671266166883,976.7568041764646,973.2074473308836,973.2080536169611
0.18100000000000016,976.7083280690288,976.6986421930043,973.2081173290564,973.2087122902619
0.18740000000000018,976.6415440140577,976.6326073400032,973.2088415200243,973.20942329959
0.19380000000000017,976.5857099375795,976.5772737765731,973.2094177672175,973.2099898659843
0.20020000000000018,976.5228964107869,976.5152636352026,973.210033549479,973.2105927508189
0.20660000000000017,976.469420162355,976.4620788764961,973.2105332700877,973.2110846123177
0.21280000000000018,976.4178004303717,976.4109045202028,973.2109925647917,973.2115351121079
0.2192000000000002,976.3597033663666,976.3534888388798,973.2114830036293,973.2120146533473
0.2256000000000002,976.310249243885,976.3042530225348,973.2118802301835,973.2124048037592
0.2320000000000002,976.2625176748859,976.2568858752272,973.212244734509,973.2127616935234
0.23840000000000022,976.2083424587863,976.2031648295215,973.2126368697043,973.2131450279454
0.2446000000000002,976.1630712840304,976.1581844159975,973.2129473862392,973.2134487992979
0.2510000000000002,976.1189326142411,976.1143464753787,973.2132352024634,973.2137300413638
0.25740000000000024,976.0688288943147,976.0646239807132,973.2135443929274,973.2140317072358
0.26380000000000026,976.0269499640696,976.0229761546649,973.2137889437734,973.2142704791236
0.2702000000000002,975.9798401048705,975.9763187728627,973.2140489527234,973.2145237018432
0.27640000000000026,975.9397480457682,975.9363520265589,973.214258627674,973.21472815432
0.2828000000000003,975.9009809150705,975.8977737849781,973.2144510329225,973.2149156502813
0.28920000000000023,975.857358473808,975.8545440589012,973.2146558392499,973.2151149023334
0.29560000000000025,975.8201949715288,975.8174447103021,973.2148214120359,973.2152760752742
0.3018000000000003,975.7842994332342,975.7817336992522,973.2149735566632,973.2154240880735
0.30820000000000025,975.7438640713493,975.7416409618705,973.2151363974846,973.215582496372
0.31460000000000027,975.7094017304503,975.7072199510752,973.2152688101694,973.2157112538836
0.3210000000000003,975.6761027860747,975.6740746115531,973.2153914056261,973.2158305563995
0.3274000000000003,975.6382561535501,975.6364368328101,973.2155251186009,973.2159606945997
0.3336000000000003,975.606581422531,975.6048779478111,973.2156330243193,973.2160658741401
0.3400000000000003,975.5756531898371,975.5740786253325,973.2157354156818,973.2161657779051
0.3464000000000003,975.5404857089349,975.5390902454441,973.2158490224657,973.2162767506916
0.35280000000000034,975.5110383695737,975.5097335808375,973.2159425184951,973.2163683106653
0.3592000000000003,975.4778532495236,975.4767914313651,973.2160468881385,973.216470827519
0.36540000000000034,975.4495561235541,975.4485186136054,973.2161358757129,973.2165582090694
0.37180000000000035,975.4221452984816,975.4211819110573,973.2162226756466,973.2166438318546
0.3782000000000003,975.3912414786428,975.3904934348302,973.2163221224976,973.2167422461429
0.38460000000000033,975.3648588467823,975.3641026285177,973.216409250422,973.2168285730936
0.39100000000000035,975.3393286221518,975.3386535088492,973.2164961788349,973.2169150330533
0.39720000000000033,975.3105115529352,975.3100287165167,973.216598339424,973.2170169059194
0.40360000000000035,975.285899074172,975.2854006130872,973.2166899770124,973.2171085242677
0.41000000000000036,975.2620720565502,975.2616418823228,973.2167832188394,973.2172019905187
0.4164000000000004,975.2349345722939,975.2346086253543,973.2168959217705,973.217315120621
0.4228000000000004,975.2121735685458,975.2118897684996,973.2169967159329,973.2174166462778
0.4290000000000004,975.1899089318003,975.1896863281332,973.2171016636651,973.2175224558811
0.4354000000000004,975.1645383882399,975.164406214888,973.217229982293,973.2176519143014
0.4418000000000004,975.1432502126961,975.1431516653472,973.2173458013768,973.2177691167259
0.4482000000000004,975.119210999563,975.1192543876974,973.217486495499,973.2179111792776
0.4544000000000004,975.0986699845856,975.0987017613161,973.2176163369805,973.2180429218791
0.46080000000000043,975.0787348233965,975.0787930567533,973.2177514462826,973.2181800284751
0.4672000000000004,975.0562142865589,975.0564000923443,973.2179158756069,973.2183463118286
0.4736000000000004,975.036949311618,975.0371037313141,973.2180679172908,973.2185010804097
0.4800000000000004,975.0182724842554,975.0184626000115,973.2182258089393,973.2186614064418
0.4862000000000004,974.9971498915191,974.9974555009458,973.2184179106831,973.2188557709828
0.4926000000000004,974.9790734751825,974.9793455279305,973.2185952830298,973.2190365530699
0.49900000000000044,974.961542604289,974.9618443263657,973.2187790835198,973.2192232842
0.5054000000000004,974.9415377623158,974.941893585207,973.2190043306908,973.2194518112594
0.5118000000000005,974.9247271336978,974.9250952266743,973.2192074735108,973.2196583918253
0.5180000000000005,974.9082545846111,974.9086499728497,973.2194196015338,973.2198738504737
0.5244000000000004,974.889449269804,974.8898917647252,973.2196787048134,973.2201366794851
0.5308000000000005,974.8736408161047,974.8740917266186,973.2199115707558,973.2203734379133
0.5372000000000005,974.8557573371601,974.8562960279407,973.220192211964,973.2206571445519
0.5436000000000005,974.8404376836039,974.8409396179026,973.2204491251834,973.2209191163954
0.5498000000000005,974.8255670024836,974.8260867606887,973.2207130145746,973.221187023414
0.5562000000000005,974.808726187734,974.809325619352,973.2210301662142,973.2215074247111
0.5626000000000005,974.7942947010813,974.7948568931006,973.2213194836417,973.2218023391838
0.5690000000000005,974.7802816447553,974.78085775718,973.2216156634823,973.2221028753701
0.5752000000000005,974.7644069651504,974.765055940291,973.2219703624793,973.2224609376806
0.5816000000000006,974.7507987568243,974.7514102854387,973.2222928424412,973.2227895096399
0.5880000000000005,974.73758108693,974.7382035553769,973.222621923429,973.2231232272707
0.5944000000000005,974.7224735582678,974.7231241712554,973.2230186684357,973.2235248644388
0.6008000000000006,974.7097577720683,974.7104070521754,973.2233707273217,973.2238821033854
0.6070000000000005,974.6972794079778,974.6979391847025,973.2237328905585,973.2242490513012
0.6134000000000005,974.6830115409692,974.683695711723,973.2241682120185,973.2246894620226
0.6198000000000006,974.6709987592357,974.6716798411903,973.2245533495923,973.2250800280632
0.6262000000000005,974.6573884991499,974.6581261292315,973.2250103159066,973.2255404803673
0.6326000000000006,974.6457116623399,974.6464122851964,973.2254224542081,973.2259598220676
0.6388000000000006,974.6343613307857,974.6350671023707,973.2258399086963,973.2263824372063
0.6452000000000006,974.6214883857292,974.6222458593726,973.2263343513173,973.2268803288383
0.6516000000000006,974.6104408826783,974.6111617783407,973.2267791447695,973.2273326600761
0.6580000000000006,974.5996993474696,974.6004233146232,973.2272286141543,973.2277874447154
0.6644000000000005,974.5874084715032,974.5881488397175,973.2277650030807,973.228329234741
0.6706000000000006,974.5770527565693,974.5777883365807,973.2282362584652,973.2288062730396
0.6770000000000006,974.5668790377183,974.567616194409,973.228716823662,973.2292922516247
0.6834000000000006,974.55523466964,974.5559858751792,973.2292890295017,973.2298699031192
0.6898000000000006,974.5454203884563,974.5461641563726,973.2297906984328,973.23037758572
0.6962000000000006,974.5342895011652,974.5350741837838,973.2303806915212,973.2309707670851
0.7024000000000006,974.5247367909226,974.5254944715624,973.2309078159295,973.2315055119275
0.7088000000000007,974.5154289364083,974.5161784310382,973.2314386002932,973.2320423891281
0.7152000000000006,974.5048696722431,974.5056567505239,973.2320616195486,973.2326684509784
0.7216000000000007,974.4957986904883,974.4965514904527,973.2326177345396,973.2332329877298
0.7278000000000007,974.4869709394736,974.4877225236762,973.233175693146,973.2337964427962
0.7342000000000006,974.4769464349469,974.4777325828104,973.2338300557414,973.2344536818084
0.7406000000000007,974.4683326697076,974.4690852841861,973.2344131413666,973.2350453421778
0.7470000000000007,974.4599478882908,974.4606981631982,973.2349972416918,973.2356349604631
0.7534000000000006,974.4503419907771,974.4510997803613,973.2356879978329,973.2363310596679
0.7596000000000007,974.4422387085857,974.44298830085,973.23628955732,973.2369386332873
0.7660000000000007,974.4342690379467,974.4350155605887,973.2368981608751,973.2375527245215
0.7724000000000006,974.4251365225258,974.4258892415463,973.2376168038178,973.2382766239209
0.7788000000000007,974.4174302709192,974.4181730959642,973.2382417814182,973.2389077492077
0.7852000000000007,974.4086801266583,974.4094507054782,973.2389710350205,973.2396393573591
0.7914000000000007,974.4011619469621,974.401907414699,973.2396176529563,973.2402940505002
0.7978000000000007,974.3938287314501,974.3945640568919,973.2402642569917,973.2409467630428
0.8042000000000007,974.3855002623009,974.3862612122349,973.2410177483767,973.241702394768
0.8106000000000008,974.3783376292664,974.3790679709526,973.241685635161,973.2423791467747
0.8170000000000007,974.3713598515212,974.3720856663064,973.2423514660336,973.2430502886272
0.8232000000000007,974.3634275699599,974.3641772805297,973.2431271394238,973.2438278472963
0.8296000000000008,974.3566041142832,974.3573240283579,973.2438138779672,973.2445234648667
0.8360000000000007,974.3499554082905,974.3506704045217,973.2444977605494,973.2452125631373
0.8424000000000007,974.3423302847395,974.3430478098505,973.2453015448192,973.2460211341438
0.8486000000000008,974.3358911049404,974.3365992267144,973.245997348756,973.2467226792177
0.8550000000000008,974.329551953028,974.3302548327962,973.2466975034615,973.2474279413505
0.8614000000000007,974.3222803011037,974.3229849715487,973.2475195476445,973.2482546142649
0.8678000000000008,974.3161379439346,974.3168320808634,973.2482304904753,973.2489713728038
0.8742000000000008,974.3091564359623,974.3098698315373,973.2490555847567,973.2497977764953
0.8804000000000007,974.3031517744902,974.3038425852423,973.2497833567684,973.2505335111783
0.8868000000000008,974.2972893593567,974.2979696372078,973.2505076353006,973.2512634939054
0.8932000000000008,974.2906246821626,974.291322821886,973.2513474279874,973.2521043675592
0.8996000000000008,974.2848872402869,974.2855585297598,973.2520881981428,973.252853875832
0.9060000000000008,974.2792927624283,974.2799582092334,973.2528234115805,973.2535938550884
0.9122000000000008,974.2729268207685,974.2736090210267,973.2536759481573,973.25444720854
0.9186000000000009,974.2674454293857,974.2681015544351,973.2544273330284,973.2552072494477
0.9250000000000008,974.2620996410474,974.2627497812364,973.2551725091155,973.2559570494449
0.9314000000000008,974.2559629189994,974.2566128126616,973.2560445519081,973.2568330729117
0.9378000000000009,974.2507754011374,974.2514149166616,973.2567963293557,973.25759020724
0.9440000000000008,974.2456646516401,974.2462989577325,973.2575498019006,973.258347969408
0.9504000000000008,974.2397962483308,974.2404299037546,973.2584309672754,973.259232928514
0.9568000000000009,974.234834596309,974.2354579755317,973.2591900519889,973.2599972268036
0.9632000000000008,974.2291899129668,974.2298269345875,973.2600676561756,973.2608750934048
0.9696000000000009,974.2243270833959,974.2249400360586,973.2608395928793,973.2616553937703
0.9758000000000009,974.2195823291072,974.2201892259804,973.2616037564895,973.2624237361141
0.9822000000000009,974.2141794273106,974.2147990311673,973.2624874879075,973.2633075183774
0.9886000000000009,974.2095240259914,974.2101202776099,973.2632643071142,973.2640925698165
0.9950000000000009,974.2049808540838,974.2055708727671,973.2640328528531,973.2648651748408
1.0012000000000008,974.1998066146476,974.2004086195251,973.2649210847089,973.2657532132044
1.0076,974.1953474008521,974.1959267524309,973.2657013892418,973.2665416084822
1.0139999999999993,974.190994952485,974.1915680616116,973.2664729535084,973.2673170720151
1.0203999999999986,974.1859941772664,974.1865655451181,973.2673730686972,973.2682202805552
1.026799999999998,974.1817632273378,974.182324830858,973.2681466869035,973.2689985436879
1.0329999999999973,974.1775915650109,974.1781476563486,973.2689199189693,973.2697753231183
1.0393999999999965,974.1727973542642,974.1733514955106,973.2698215633183,973.2706798715975
1.0457999999999958,974.1687404519886,974.1692849936649,973.2705960804288,973.2714588724681
1.0521999999999951,974.1641211639675,974.1646755628666,973.2714890483586,973.2723511663636
1.0585999999999944,974.1601383440477,974.1606718750902,973.2722723686974,973.2731421573882
1.0647999999999938,974.1562491968568,974.156776665977,973.2730458831161,973.2739190986513
1.071199999999993,974.1518168971107,974.152353586349,973.2739381127731,973.2748104739956
1.0775999999999923,974.1479946434021,974.14851109574,973.2747204099145,973.2756002735101
1.0839999999999916,974.1442616650173,974.1447719835867,973.2754925827686,973.2763757506408
1.090399999999991,974.1399698797062,974.1404778266646,973.2763917403217,973.2772773146983
1.0965999999999902,974.1363366774889,974.1368361188113,973.2771630683183,973.2780524996756
1.1029999999999895,974.1327518367752,974.1332452033425,973.2779328802154,973.278825455607
1.1093999999999888,974.128629669476,974.1291205507728,973.2788289019215,973.2797237037225
1.1157999999999881,974.1251392557944,974.1256211954193,973.2795972807783,973.2804959656052
1.1219999999999875,974.1216951977261,974.1221717269423,973.2803637250096,973.2812652069174
1.1283999999999867,974.1177340083437,974.1182079582851,973.2812555424833,973.2821590742113
1.134799999999986,974.1143793450353,974.1148445398155,973.2820200126712,973.2829272650679
1.1411999999999853,974.1105566243697,974.111029084703,973.2828996010963,973.2838053999083
1.1475999999999846,974.1072580242835,974.1077124134634,973.2836696380454,973.284582283807
1.153799999999984,974.1040346497872,974.1044832644318,973.2844286481562,973.2853439785093
1.1601999999999832,974.1003582383988,974.1008136785684,973.285302474764,973.2862162065967
1.1665999999999825,974.0971853744477,974.0976232891765,973.2860671947001,973.2869875895341
1.1729999999999818,974.0940843808993,974.0945165082408,973.2868207261149,973.2877436903043
1.1793999999999811,974.0905164315544,974.0909458087699,973.2876965956842,973.2886211552704
1.1855999999999804,974.0874936665556,974.0879153109245,973.2884466192979,973.2893742878703
1.1919999999999797,974.0845090259494,974.0849249745868,973.28919397385,973.2901240615149
1.198399999999979,974.0810744029413,974.0814875631394,973.2900623855705,973.2909939072545
1.2047999999999783,974.0781639505342,974.0785690489403,973.290805852813,973.291740510259
1.2111999999999776,974.074845459505,974.0752563572134,973.2916602274987,973.292592933944
1.217399999999977,974.0719823331713,974.0723795140074,973.2924065816119,973.2933446069134
1.2237999999999762,974.0691789009319,974.0695682068664,973.2931428393093,973.294083846658
1.2301999999999755,974.0659819343829,974.0663767079797,973.2939886870868,973.2949276253333
1.2365999999999748,974.0632212465995,974.0636003579025,973.2947280808257,973.2956729977724
1.2429999999999741,974.0605216321583,974.0608953113133,973.2954559065453,973.2964028542103
1.2491999999999734,974.0574403575495,974.0578192804712,973.2962926309165,973.2972373623243
1.2555999999999727,974.0547791500213,974.0551428781009,973.2970238605839,973.2979743854814
1.261999999999972,974.0521764418845,974.0525348405115,973.2977434772281,973.298695894193
1.2683999999999713,974.0491796177934,974.0495351759164,973.2985788069981,973.2995321032583
1.2745999999999706,974.0466388567036,974.0469874679789,973.2992931768196,973.3002488828256
1.28099999999997,974.0441284546358,974.0444718406709,973.3000041610521,973.3009616239372
1.2873999999999692,974.0412374751745,974.0415780258131,973.3008292746413,973.3017874773276
1.2937999999999685,974.0387859291837,974.0391192772063,973.3015348035354,973.3024954461584
1.3001999999999678,974.0359886718122,974.0363264600622,973.3023446136025,973.3033028100069
1.3063999999999671,974.0335735351275,974.0338993592673,973.3030512022341,973.3040139042149
1.3127999999999664,974.0312071771485,974.0315259753115,973.3037474875032,973.304712489545
1.3191999999999657,974.0285067175048,974.0288297223174,973.3045465193964,973.3055089876545
1.325599999999965,974.0261731350837,974.0264825364849,973.305244214945,973.3062118062453
1.3319999999999643,974.0238896706195,974.0241941304015,973.3059303084051,973.3068993113961
1.3381999999999636,974.0212815421172,974.0215900623597,973.3067182312083,973.3076845850345
1.344599999999963,974.0190274040469,974.0193227192799,973.3074060966757,973.3083773962147
1.3509999999999622,974.0168213749571,974.0171118545703,973.308082404572,973.3090549939176
1.3573999999999615,974.0142795210163,974.0145672339837,973.3088666871504,973.3098395432105
1.3637999999999608,974.0121228573975,974.0124040035239,973.3095368092161,973.3105116064871
1.3699999999999601,974.009990859166,974.0102676451509,973.3102030599738,973.3111788671166
1.3763999999999594,974.0075337956565,974.0078078442109,973.3109756120917,973.3119515684413
1.3827999999999587,974.0054487714696,974.0057164182372,973.3116355990135,973.3126133692446
1.389199999999958,974.0030680842084,974.003339210839,973.3123924744751,973.3133674373263
1.3953999999999573,974.0010112131148,974.0012718878672,973.3130523019227,973.3140310063354
1.4017999999999566,973.998994599618,973.9992490342269,973.3137020000131,973.3146823944852
1.408199999999956,973.9966916939936,973.9969494425138,973.3144469629884,973.315424488087
1.4145999999999552,973.9947003137456,973.9949462118299,973.3150969180357,973.3160787584903
1.4209999999999545,973.9927504689126,973.9929919172665,973.3157356006201,973.3167183134886
1.4271999999999538,973.9905218893254,973.9907665576869,973.3164685190476,973.3174482741418
1.4335999999999531,973.9885944995596,973.9888276562882,973.3171078797271,973.3180917860941
1.4399999999999524,973.9867070618658,973.9869358713847,973.3177360728774,973.3187207468812
1.4463999999999517,973.9845308412334,973.9847570471273,973.3184640395662,973.3194484683339
1.452799999999951,973.982683170609,973.9829035529403,973.3190856077226,973.3200714116039
1.4589999999999503,973.9808555070128,973.9810719605198,973.3197031972516,973.3206895182838
1.4653999999999496,973.9787477809555,973.9789616724407,973.3204188496635,973.3214048284402
1.471799999999949,973.9769580155238,973.9771662321107,973.3210298299871,973.3220170730149
1.4781999999999482,973.9749131052927,973.9751241174758,973.3217300689342,973.3227142538917
