Sound Speed (m/s), StdSSpeed (m/s), Damping Paremeter (m^2/s), Std Damping (m^2/s),  Temp (C)
2416.392785280487, 0.10737698378537248, 3.240072763788206e-05, 2.2594526554315753e-07, 483.0
2416.4420710622203, 0.10473043763884299, 3.214737951248299e-05, 2.201749687607479e-07, 485.0
2415.9979069991373, 0.11208643424210304, 3.3208863593620834e-05, 2.3549804206885716e-07, 486.0
2415.832621466411, 0.12185735250005365, 3.342772442490917e-05, 2.5616511503854647e-07, 486.0
2412.354081749013, 0.11265947577458889, 3.150749711358177e-05, 2.365044538122147e-07, 487.0
2412.0076160381445, 0.11687061815929038, 3.315470376063927e-05, 2.4573077641068146e-07, 488.0
2413.806840094928, 0.142840407590172, 3.55716081946499e-05, 2.995060369520641e-07, 488.0
2409.561717498716, 0.13329519581954216, 3.408289366051779e-05, 2.7963862597089825e-07, 489.0
2409.2777136188924, 0.11752349244660674, 3.05366408254055e-05, 2.4600940011556093e-07, 490.0
2411.2346704790884, 0.1293433345175519, 3.457747495825207e-05, 2.719387345660149e-07, 491.0
2405.6243578814856, 0.12581812577809354, 3.05403242514314e-05, 2.641921492875588e-07, 491.0
2406.577638306294, 0.12550699526124534, 3.326490419979831e-05, 2.63731528648568e-07, 492.0
2405.0086994771314, 0.12216704897563034, 3.2946232119316063e-05, 2.565682320220799e-07, 493.0
2402.599238840586, 0.12514218740337943, 3.0107716507782706e-05, 2.6284382554065133e-07, 494.0
2400.5169748084113, 0.11487280261649616, 2.9529102125076463e-05, 2.4109585927394885e-07, 495.0
2400.869101673892, 0.11040600328873161, 3.334500091690406e-05, 2.3200650416747154e-07, 496.0
2398.220176450651, 0.1216234981931434, 3.0791869127873055e-05, 2.552755668086086e-07, 497.0
2397.1804867687456, 0.10888437959064745, 3.117702412510498e-05, 2.279605200514656e-07, 497.0
2396.9160910515266, 0.11319570629355766, 3.300259925627755e-05, 2.3792585285456604e-07, 498.0
2394.3437157108538, 0.11258872813341382, 3.031315609100982e-05, 2.3641615021598036e-07, 499.0
2395.260581274078, 0.11288672160075001, 3.387713689014461e-05, 2.3593103020925237e-07, 500.0
2394.169871975573, 0.1118203580110918, 3.254923449851955e-05, 2.3303234297686734e-07, 501.0
2392.8476663913275, 0.10347906601243237, 3.103565198199242e-05, 2.1574530529670688e-07, 502.0
2392.3417096449048, 0.10452450574001297, 3.20643331483063e-05, 2.1814631485193642e-07, 503.0
2392.962835456328, 0.1078172382614815, 3.2841088361180636e-05, 2.250810995464552e-07, 504.0
2387.5994811949126, 0.11361493822966218, 3.383870381928568e-05, 2.365263870289993e-07, 507.0
2385.4890884489487, 0.1160984413413346, 3.231852013464615e-05, 2.4160874491535844e-07, 508.0
2384.2801278352827, 0.11129722468490101, 3.227846310615452e-05, 2.3150546800127022e-07, 509.0
